date,value
2013-12-01,3466790
2014-01-01,3300093
2014-02-01,3300806
2014-03-01,2942653
2014-04-01,1780431
2014-05-01,2605882
2014-06-01,3847093
2014-07-01,2467350
2014-08-01,2483462
2014-09-01,2437173
2014-10-01,2280965
2014-11-01,2763002
2014-12-01,2843860
2015-01-01,3904175
2015-02-01,2422490
2015-03-01,2582503
2015-04-01,2302301
2015-05-01,2602716
2015-06-01,2776405
2015-07-01,2979019
2015-08-01,2933977
2015-09-01,2918228
2015-10-01,2861112
2015-11-01,3378616
2015-12-01,3150198
2016-01-01,3031126
2016-02-01,2908654
2016-03-01,2724382
2016-04-01,3392627
2016-05-01,2999524
2016-06-01,3864238
2016-07-01,3439571
2016-08-01,3046465
2016-09-01,5554243
2016-10-01,3058963
2016-11-01,3073670
2016-12-01,3202062
2017-01-01,2890211
2017-02-01,3627640
2017-03-01,3673517
2017-04-01,4427053
2017-05-01,4509781
2017-06-01,4065710
2017-07-01,4254207
2017-08-01,3662028
2017-09-01,5220537
2017-10-01,4589663
2017-11-01,4324687
2017-12-01,4056807
2018-01-01,3586864
2018-02-01,4127852
2018-03-01,3365929
2018-04-01,3561167
2018-05-01,3433319
2018-06-01,3372849
2018-07-01,4717194
2018-08-01,3141233
2018-09-01,3450148
2018-10-01,3548371
2018-11-01,4387519
2018-12-01,3471017
2019-01-01,4056113
2019-02-01,3832581
2019-03-01,4152111
2019-04-01,4177001
2019-05-01,4417112
2019-06-01,4179150
2019-07-01,4188367
2019-08-01,6102814
2019-09-01,3979519
2019-10-01,4270213
2019-11-01,3855954
2019-12-01,4564986
2020-01-01,5721620
2020-02-01,4262235
2020-03-01,3848740
2020-04-01,3720349
2020-05-01,3700548
2020-06-01,4232439
2020-07-01,4134034
2020-08-01,4585414
2020-09-01,2929029
2020-10-01,5493584
2020-11-01,3843582
2020-12-01,4340260
2021-01-01,4190508
2021-02-01,4458172
2021-03-01,6340623
2021-04-01,4392340
2021-05-01,4883193
2021-06-01,6050739
2021-07-01,4662344
2021-08-01,5033553
2021-09-01,4917308
2021-10-01,4347204
2021-11-01,5124497
2021-12-01,4698794
2022-01-01,2917635
2022-02-01,6325611
2022-03-01,5818922
2022-04-01,4530626
2022-05-01,5476299
2022-06-01,5498347
2022-07-01,4177497
2022-08-01,4860190
2022-09-01,5481030
2022-10-01,5284247
